,ado0 timestamp,ado0_uvs_x,ado0_uvs_y,ado0_uvs_z,ado0_uvs_orientation_x,ado0_uvs_orientation_y,ado0_uvs_orientation_z,ado0_uvs_orientation_w,ado0_uvs_vx,ado0_uvs_vy,ado0_uvs_vz,ado0_uvs_wx,ado0_uvs_wy,ado0_uvs_wz,ado0_uvs time_s,ado1 timestamp,ado1_uvs_x,ado1_uvs_y,ado1_uvs_z,ado1_uvs_orientation_x,ado1_uvs_orientation_y,ado1_uvs_orientation_z,ado1_uvs_orientation_w,ado1_uvs_vx,ado1_uvs_vy,ado1_uvs_vz,ado1_uvs_wx,ado1_uvs_wy,ado1_uvs_wz,ado1_uvs time_s,ado2 timestamp,ado2_uvs_x,ado2_uvs_y,ado2_uvs_z,ado2_uvs_orientation_x,ado2_uvs_orientation_y,ado2_uvs_orientation_z,ado2_uvs_orientation_w,ado2_uvs_vx,ado2_uvs_vy,ado2_uvs_vz,ado2_uvs_wx,ado2_uvs_wy,ado2_uvs_wz,ado2_uvs time_s,ado3 timestamp,ado3_uvs_x,ado3_uvs_y,ado3_uvs_z,ado3_uvs_orientation_x,ado3_uvs_orientation_y,ado3_uvs_orientation_z,ado3_uvs_orientation_w,ado3_uvs_vx,ado3_uvs_vy,ado3_uvs_vz,ado3_uvs_wx,ado3_uvs_wy,ado3_uvs_wz,ado3_uvs time_s,ado4 timestamp,ado4_uvs_x,ado4_uvs_y,ado4_uvs_z,ado4_uvs_orientation_x,ado4_uvs_orientation_y,ado4_uvs_orientation_z,ado4_uvs_orientation_w,ado4_uvs_vx,ado4_uvs_vy,ado4_uvs_vz,ado4_uvs_wx,ado4_uvs_wy,ado4_uvs_wz,ado4_uvs time_s
0,1753127038.6312363,-19.823079950012733,-78.75387403100129,0.0,0.0,0.0,-0.49984501473951737,0.8661148660772725,6.0,0.0,0.0,0.0,0.0,1.0000000000000002,1753127040.0,1753127038.6242714,-6.445652338776216,-84.73622932220546,0.0,0.0,0.0,0.10271721915911557,0.9947105975549965,6.0,0.0,0.0,0.0,0.0,1.0,1753127040.0,1753127038.6249511,3.4266824686251898,-73.85187381954209,0.0,0.0,0.0,0.6677761954564688,0.7443621113286758,6.0,0.0,0.0,0.0,0.0,1.0,1753127040.0,1753127038.6255503,-3.874235528209123,-61.09927464677241,0.0,0.0,0.0,0.9777673619676123,0.2096925985124327,6.0,0.0,0.0,0.0,0.0,0.9999999999999998,1753127040.0,1753127038.6261742,-18.258785806732714,-64.1020904157615,0.0,0.0,0.0,-0.9142846292974305,0.4050723597463299,6.0,0.0,0.0,0.0,0.0,1.0,1753127040.0
1,1753127038.6395624,-19.797977936072513,-78.79711620442971,0.0,0.0,0.0,-0.49811178647248616,0.8671128232111369,6.0,0.0,0.0,0.0,0.0,0.9999999999999998,1753127040.0,1753127038.6314554,-6.3967279867611175,-84.72591406910286,0.0,0.0,0.0,0.10470643359357495,0.9945031738331026,6.0,0.0,0.0,0.0,0.0,1.0,1753127040.0,1753127038.6315992,3.431990536156185,-73.80215640724263,0.0,0.0,0.0,0.6692635831346977,0.7430250711044046,6.0,0.0,0.0,0.0,0.0,1.0,1753127040.0,1753127038.6317384,-3.9198793140754944,-61.07886284924124,0.0,0.0,0.0,0.9781847913509749,0.2077366457071298,6.0,0.0,0.0,0.0,0.0,0.9999999999999998,1753127040.0,1753127038.6318612,-18.292303285304342,-64.13919264341523,0.0,0.0,0.0,-0.9134726565493853,0.40690011764142914,6.0,0.0,0.0,0.0,0.0,0.9999999999999996,1753127040.0
2,1753127038.6479785,-19.772703154715668,-78.84025762413319,0.0,0.0,0.0,-0.49637656575897326,0.8681073118948646,6.0,0.0,0.0,0.0,0.0,1.0,1753127040.0,1753127038.6399562,-6.347845287042695,-84.71540320163598,0.0,0.0,0.0,0.10669522920243958,0.9942917720998393,6.0,0.0,0.0,0.0,0.0,1.0000000000000002,1753127040.0,1753127038.6402202,3.437099692103816,-73.75241816046845,0.0,0.0,0.0,0.6707482937594863,0.7416850587808398,6.0,0.0,0.0,0.0,0.0,1.0,1753127040.0,1753127038.6404521,-3.9656043817644635,-61.05863378966083,0.0,0.0,0.0,0.9785983079964765,0.20577986195552106,6.0,0.0,0.0,0.0,0.0,1.0,1753127040.0,1753127038.6410155,-18.325672087221644,-64.1764286438083,0.0,0.0,0.0,-0.9126570299119315,0.4087262479366008,6.0,0.0,0.0,0.0,0.0,1.0000000000000002,1753127040.0
3,1753127038.6563766,-19.74725601033817,-78.88329759984995,0.0,0.0,0.0,-0.4946393595398591,0.8690983281505023,6.0,0.0,0.0,0.0,0.0,0.9999999999999999,1753127040.0,1753127038.6482089,-6.299005021743101,-84.70469688797846,0.0,0.0,0.0,0.10868359803052968,0.9940763932008134,6.0,0.0,0.0,0.0,0.0,1.0000000000000002,1753127040.0,1753127038.648365,3.4420098547216984,-73.7026598750304,0.0,0.0,0.0,0.6722303213919942,0.7403420797180288,6.0,0.0,0.0,0.0,0.0,0.9999999999999999,1753127040.0,1753127038.6485045,-4.011409999675924,-61.03858779169571,0.0,0.0,0.0,0.9790079102500509,0.20382225508473886,6.0,0.0,0.0,0.0,0.0,1.0,1753127040.0,1753127038.6486492,-18.3588916785845,-64.21379782116549,0.0,0.0,0.0,-0.9118377526475752,0.4105507433273255,6.0,0.0,0.0,0.0,0.0,1.0,1753127040.0
4,1753127038.66468,-19.721636910093775,-78.92623544294129,0.0,0.0,0.0,-0.4929001747639663,0.870085868013986,6.0,0.0,0.0,0.0,0.0,1.0000000000000002,1753127040.0,1753127038.6567988,-6.250207972305537,-84.6937952994311,0.0,0.0,0.0,0.11067153212437254,0.9938570379975401,6.0,0.0,0.0,0.0,0.0,1.0,1753127040.0,1753127038.6570184,3.4467209454473338,-73.65288234706001,0.0,0.0,0.0,0.6737096601041129,0.738996139287886,6.0,0.0,0.0,0.0,0.0,1.0000000000000002,1753127040.0,1753127038.657198,-4.057295434920966,-61.01872517608141,0.0,0.0,0.0,0.9794135964732895,0.20186383292520807,6.0,0.0,0.0,0.0,0.0,1.0,1753127040.0,1753127038.6574695,-18.39196152788015,-64.25129957758077,0.0,0.0,0.0,-0.911014828033424,0.4123735965156243,6.0,0.0,0.0,0.0,0.0,0.9999999999999997,1753127040.0
5,1753127038.673038,-19.69584626388755,-78.96907046640263,0.0,0.0,0.0,-0.49115901838803167,0.8710699275351579,6.0,0.0,0.0,0.0,0.0,1.0,1753127040.0,1753127038.6649096,-6.201454919481755,-84.68269861041908,0.0,0.0,0.0,0.11265902353223449,0.9936337073674401,6.0,0.0,0.0,0.0,0.0,1.0,1753127040.0,1753127038.6650677,3.451232888903373,-73.60308637299667,0.0,0.0,0.0,0.6751863039784896,0.7376472428741714,6.0,0.0,0.0,0.0,0.0,1.0000000000000002,1753127040.0,1753127038.6652043,-4.103259953333605,-60.99904626061936,0.0,0.0,0.0,0.9798153650434482,0.19990460331061477,6.0,0.0,0.0,0.0,0.0,1.0000000000000002,1753127040.0,1753127038.6653314,-18.424881105991716,-64.28893331302685,0.0,0.0,0.0,-0.9101882593611754,0.4141948002100868,6.0,0.0,0.0,0.0,0.0,1.0,1753127040.0
6,1753127038.6810987,-19.66988448436928,-79.01180198487452,0.0,0.0,0.0,-0.48941589737667834,0.8720505027777811,6.0,0.0,0.0,0.0,0.0,0.9999999999999999,1753127040.0,1753127038.6734095,-6.152746643319558,-84.6714069984892,0.0,0.0,0.0,0.11464606430415251,0.9934064022038352,6.0,0.0,0.0,0.0,0.0,0.9999999999999998,1753127040.0,1753127038.6737156,3.455545612898817,-73.55327274957489,0.0,0.0,0.0,0.6766602471085504,0.7362953958724687,6.0,0.0,0.0,0.0,0.0,1.0,1753127040.0,1753127038.6741672,-4.149302819482528,-60.97955136017178,0.0,0.0,0.0,0.9802132143534532,0.19794457407787475,6.0,0.0,0.0,0.0,0.0,1.0,1753127040.0,1753127038.6744804,-18.457649886206653,-64.32669842536474,0.0,0.0,0.0,-0.9093580499371029,0.41601434712590074,6.0,0.0,0.0,0.0,0.0,1.0,1753127040.0
7,1753127038.689567,-19.643751986926887,-79.05442931465356,0.0,0.0,0.0,-0.4876708187023881,0.8730275898195557,6.0,0.0,0.0,0.0,0.0,0.9999999999999999,1753127040.0,1753127038.6813185,-6.104083923150327,-84.65992064430701,0.0,0.0,0.0,0.11663264649196618,0.9931751234159463,6.0,0.0,0.0,0.0,0.0,1.0,1753127040.0,1753127038.681471,3.459659048430172,-73.50344227381159,0.0,0.0,0.0,0.678131483598525,0.7349406036901645,6.0,0.0,0.0,0.0,0.0,1.0,1753127040.0,1753127038.6816075,-4.195423296682857,-60.96024078665668,0.0,0.0,0.0,0.9806071428119076,0.19598375306710233,6.0,0.0,0.0,0.0,0.0,1.0,1753127040.0,1753127038.6817672,-18.490267344225174,-64.36459431035345,0.0,0.0,0.0,-0.9085242030820432,0.4178322299848809,6.0,0.0,0.0,0.0,0.0,0.9999999999999998,1753127040.0
8,1753127038.697879,-19.617449189679768,-79.09695177370341,0.0,0.0,0.0,-0.4859237893454732,0.8740011847521353,6.0,0.0,0.0,0.0,0.0,0.9999999999999998,1753127040.0,1753127038.6898243,-6.055467537576545,-84.6482397316539,0.0,0.0,0.0,0.1186187621493494,0.9929398719288878,6.0,0.0,0.0,0.0,0.0,1.0,1753127040.0,1753127038.6900537,3.4635731296825565,-73.4535957429933,0.0,0.0,0.0,0.6796000075634695,0.7335828717464252,6.0,0.0,0.0,0.0,0.0,0.9999999999999997,1753127040.0,1753127038.690429,-4.241620647007942,-60.9411148490428,0.0,0.0,0.0,0.9809971488430984,0.19402214812157895,6.0,0.0,0.0,0.0,0.0,1.0,1753127040.0,1753127038.690733,-18.522732958168643,-64.40262036165966,0.0,0.0,0.0,-0.9076867221313825,0.4196484415154982,6.0,0.0,0.0,0.0,0.0,0.9999999999999998,1753127040.0
9,1753127038.7061834,-19.590976513472118,-79.1393686816656,0.0,0.0,0.0,-0.4841748162940489,0.8749712836811412,6.0,0.0,0.0,0.0,0.0,1.0000000000000002,1753127040.0,1753127038.6981313,-6.0068982644593465,-84.63636444742426,0.0,0.0,0.0,0.12060440333184216,0.9927006486836655,6.0,0.0,0.0,0.0,0.0,1.0,1753127040.0,1753127038.6982863,3.4672877940307565,-73.40373395466348,0.0,0.0,0.0,0.6810658131292898,0.7322222054721772,6.0,0.0,0.0,0.0,0.0,0.9999999999999999,1753127040.0,1753127038.6984262,-4.287894131301162,-60.922173853344745,0.0,0.0,0.0,0.9813832308870016,0.1920597670877218,6.0,0.0,0.0,0.0,0.0,0.9999999999999998,1753127040.0,1753127038.6985564,-18.55504620858793,-64.44077597086734,0.0,0.0,0.0,-0.9068456104350434,0.421462974452909,6.0,0.0,0.0,0.0,0.0,1.0,1753127040.0
