Dist,PathX,PathY,LeftX,LeftY,RightX,RightY,Heading,Curvature
m,m,m,m,m,m,m,rad,1/m
166.72427368164062,-726.7106169094807,66.6071254538845,-731.10583,64.22337,-722.3154,68.990875,2.06775,0.0019999174
167.70716857910156,-727.1789586412922,67.47127576513655,-731.57574,65.090515,-722.78217,69.852036,2.0670698,0.0005136704
168.69076538085938,-727.6471560642867,68.3362886593211,-732.0459,65.95912,-723.2484,70.713455,2.066253,6.414028e-05
169.6743621826172,-728.1153534872811,69.20130155350567,-732.52094,66.83679,-723.7098,71.56581,2.0633771,0.003515936
170.66015625,-728.5816121935721,70.06986021061098,-732.99414,67.718315,-724.16907,72.42141,2.0604384,0.0038084616
171.64840698242188,-729.045717326748,70.94235758639846,-733.4606,68.595276,-724.63086,73.289444,2.0594268,6.323693e-05
172.63665771484375,-729.5098224599237,71.81485496218593,-733.93176,69.48105,-725.0879,74.14867,2.0564218,0.0017677803
173.6259765625,-729.9729084079656,72.68910809592174,-734.4069,70.37835,-725.5389,74.99987,2.0512161,0.0085666
174.62060546875,-730.430993984682,73.57197540720789,-734.86816,71.267296,-725.9938,75.876656,2.049846,0.0
175.61526489257812,-730.8890795613983,74.45484271849404,-735.3379,72.17262,-726.4403,76.73706,2.0447905,0.0
176.60989379882812,-731.3471651381145,75.33771002978018,-735.8252,73.11349,-726.86914,77.56193,2.031797,0.021674093
177.6094512939453,-731.7882386951582,76.23468277646954,-736.2808,74.03997,-727.2957,78.42939,2.0252175,0.0033572963
178.6098175048828,-732.2266543780454,77.1338592869062,-736.73065,74.96257,-727.7227,79.305145,2.020011,0.0
179.6101837158203,-732.6650700609327,78.03303579734286,-737.20483,75.93755,-728.12537,80.12852,2.003246,0.02220528
180.61386108398438,-733.0847502277619,78.94476055757754,-737.65497,76.91657,-728.5146,80.97295,1.9884733,0.017249953
181.6204833984375,-733.4897358821888,79.86632707566471,-738.0729,77.86755,-728.9066,81.8651,1.9820446,0.0
182.62710571289062,-733.8947215366159,80.78789359375187,-738.5207,78.89044,-729.26874,82.68535,1.9600414,0.017396308
183.6343994140625,-734.2837586348168,81.71702792193983,-738.96967,79.972786,-729.59784,83.461266,1.9271379,0.050142605
184.6453857421875,-734.626446075378,82.66815580253969,-739.32806,80.96676,-729.92487,84.36956,1.9180114,0.00011813631
185.65635681152344,-734.9691335159391,83.61928368313953,-739.7073,82.02243,-730.23096,85.21614,1.8958616,0.000118137556
186.66734313964844,-735.3118209565002,84.57041156373937,-740.13055,83.23629,-730.4931,85.90453,1.8408929,0.09452212
187.67857360839844,-735.5622383988484,85.55014039604553,-740.41205,84.33385,-730.71246,86.76643,1.8165197,0.004779161
188.6900634765625,-735.8079594817509,86.53132495992523,-740.67554,85.38813,-730.9404,87.67452,1.8014762,0.0
189.70155334472656,-736.0536805646535,87.51250952380495,-740.9726,86.615425,-731.1348,88.4096,1.751191,0.07145119
190.7121124267578,-736.2278624893397,88.50795217862442,-741.1778,87.80207,-731.2779,89.21383,1.712446,0.038705464
191.72439575195312,-736.3630353560842,89.51116952229226,-741.3236,88.88434,-731.40247,90.138,1.6964928,0.0
192.73667907714844,-736.4982082228287,90.51438686596006,-741.48193,90.11111,-731.5145,90.91767,1.6515404,0.043804854
193.74778747558594,-736.5887403599976,91.52143971944892,-741.5875,91.41095,-731.58997,91.63193,1.5928953,0.08374408
194.76220703125,-736.5936493134899,92.53584927532641,-741.59357,92.512115,-731.5937,92.559586,1.5755435,5.8468475e-05
195.77662658691406,-736.5985582669821,93.55025883120393,-741.5972,93.66682,-731.5999,93.43371,1.5474837,0.0044440436
196.79098510742188,-736.5989207976597,94.56461761777236,-741.5798,95.002235,-731.6181,94.12701,1.4831613,0.11050977
197.81045532226562,-736.4849945660975,95.57770015667754,-741.4531,96.14121,-731.51685,95.01418,1.4578527,5.7605248e-05
198.82992553710938,-736.3710683345353,96.59078269558273,-741.32965,97.23324,-731.41254,95.948326,1.4419491,0.0001152092
199.84939575195312,-736.257142102973,97.60386523448794,-741.1748,98.50739,-731.3395,96.70034,1.389093,0.0792913
200.87313842773438,-736.0608036291518,98.60859321289587,-740.9438,99.683846,-731.1778,97.53335,1.3540531,0.02837129
201.90005493164062,-735.8345718912938,99.61029075461131,-740.7009,100.75862,-730.96826,98.46196,1.339061,0.0
202.92698669433594,-735.6083401534358,100.61198829632671,-740.42096,101.967926,-730.7957,99.25606,1.2961704,0.047675148
203.95579528808594,-735.3327946082088,101.60321554969485,-740.07446,103.189735,-730.5912,100.0167,1.2479119,0.06267887
204.99093627929688,-734.9917155042009,102.58052874342205,-739.70917,104.23755,-730.27423,100.92351,1.2330052,5.5030487e-05
206.0260467529297,-734.6506364001932,103.5578419371492,-739.32635,105.3291,-729.9749,101.786575,1.2086809,0.0110088205
207.06101989746094,-734.2984968821904,104.53107569859615,-738.8845,106.52315,-729.7125,102.539,1.1610084,0.07688048
208.09878540039062,-733.8688985751256,105.47574019630369,-738.418,107.55072,-729.31976,103.40076,1.1428571,5.46104e-05
209.1365509033203,-733.4393002680608,106.42040469401124,-737.9714,108.53226,-728.90717,104.30855,1.1347369,0.0
210.17430114746094,-733.009701960996,107.36506919171876,-737.4829,109.59901,-728.5365,105.13113,1.1076252,0.042518657
211.20462036132812,-732.5424404411366,108.28332745565136,-736.9787,110.58975,-728.10614,105.9769,1.0913529,0.009338297
212.23355102539062,-732.0669401044161,109.19580936361409,-736.49756,111.51304,-727.63635,106.87858,1.0889158,0.0
213.26251220703125,-731.5914397676953,110.10829127157683,-736.011,112.44662,-727.1719,107.769966,1.0841484,0.006194994
214.28167724609375,-731.1147438659327,111.00910954946833,-735.5226,113.36935,-726.7069,108.64887,1.079185,0.0059605497
215.291748046875,-730.636926887116,111.89899088325433,-735.04144,114.26545,-726.23236,109.53254,1.0777738,5.9231897e-05
216.30177307128906,-730.1591099082992,112.78887221704032,-734.5613,115.15969,-725.75696,110.41805,1.0767821,0.00083371863
217.3082275390625,-729.6822925260025,113.67521167947181,-734.07996,116.0544,-725.28467,111.29602,1.0748801,0.0029930125
218.30130004882812,-729.20919863624,114.54835768705854,-733.6055,116.93011,-724.8129,112.1666,1.0742971,6.231875e-05
219.29440307617188,-728.7361047464777,115.42150369464525,-733.1296,117.808395,-724.3426,113.03461,1.0731266,6.231875e-05
220.2874755859375,-728.2630108567155,116.29464970223196,-732.6492,118.695,-723.87683,113.894295,1.0700617,0.0052587944
221.26966857910156,-727.7905908609714,117.15576729288068,-732.17303,119.56287,-723.40814,114.74867,1.0685234,0.0006452486
222.25074768066406,-727.3182397963458,118.01565452355204,-731.69916,120.425545,-722.9373,115.60577,1.0678855,0.0
223.23182678222656,-726.8458887317199,118.87554175422342,-731.2218,121.294495,-722.47,116.45659,1.0658164,0.0029309995
224.2078857421875,-726.3735042224964,119.72966439438049,-730.74506,122.15648,-722.0019,117.30286,1.0640191,0.0019792905
225.1805877685547,-725.9010976728281,120.57998809094796,-730.27203,123.007965,-721.5302,118.15201,1.0637511,6.6314795e-05
226.15333557128906,-725.4286911231599,121.43031178751542,-729.8019,123.85423,-721.05554,119.00639,1.0646797,0.00079673657
227.12525939941406,-724.9573374303549,122.28028040279762,-729.3335,124.698845,-720.5812,119.86172,1.0659041,0.0020003375
228.09524536132812,-724.4884600314144,123.12941387548952,-728.8654,125.54649,-720.1115,120.71234,1.0662452,6.6878674e-05
229.0652313232422,-724.0195826324743,123.9785473481814,-728.39825,126.39253,-719.6409,121.56456,1.0669495,6.6878674e-05
230.03521728515625,-723.5507052335339,124.8276808208733,-727.9335,127.234245,-719.16797,122.42112,1.0686451,0.0031253232
231.0089111328125,-723.0826155489011,125.68149053959617,-727.4675,128.08417,-718.69775,123.2788,1.0695295,0.0
231.982666015625,-722.6145307026374,126.53532898117537,-726.9967,128.94284,-718.2323,124.12782,1.0684289,6.6107634e-05
232.95639038085938,-722.1464458563737,127.38916742275457,-726.52155,129.80951,-717.7713,124.96883,1.0654978,0.0044545443
233.9360809326172,-721.6717327967756,128.24618261061815,-726.0417,130.6759,-717.3018,125.81647,1.0633545,0.0020038474
234.9185028076172,-721.1940343052751,129.10462864556305,-725.562,131.53793,-716.82605,126.67132,1.062532,0.0
235.9009246826172,-720.7163358137745,129.96307468050793,-725.079,132.40588,-716.35364,127.520256,1.0603538,0.0022994175
236.88844299316406,-720.2341034562522,130.8248741495817,-724.59033,133.27913,-715.8779,128.37062,1.0577314,0.0038180721
237.88421630859375,-719.7446293807767,131.69202989165072,-724.0994,134.14885,-715.38983,129.23521,1.0571417,6.181484e-05
238.87998962402344,-719.255155305301,132.55918563371975,-723.588,135.0544,-714.92224,130.06398,1.0483025,0.0025928717
239.8766326904297,-718.7629620369414,133.42580850168736,-723.05176,135.99599,-714.4741,130.85564,1.0309137,0.02968362
240.88372802734375,-718.2397453433292,134.28635177892318,-722.5132,136.88205,-713.9663,131.69064,1.0249511,0.0
241.89083862304688,-717.7165286497168,135.146895056159,-721.9649,137.78345,-713.4682,132.51035,1.0153648,0.0
242.89796447753906,-717.1933119561046,136.00743833339484,-721.3675,138.7599,-713.0191,133.25496,0.9878407,0.04287669
243.9102783203125,-716.6303492437736,136.84879045426695,-720.75775,139.67099,-712.503,134.02658,0.97103935,0.01226262
244.92446899414062,-716.0559233527371,137.6846076395139,-720.15857,140.54256,-711.95325,134.82664,0.9623513,5.8509657e-05
245.9386444091797,-715.4814974617005,138.52042482476088,-719.5063,141.4871,-711.4567,135.55376,0.9356012,0.03189372
246.95404052734375,-714.8797145309495,139.33826692073907,-718.82043,142.41571,-710.93896,136.26083,0.9077931,0.03526063
247.9720001220703,-714.2472936322727,140.13597817601843,-718.1589,143.25038,-710.33575,137.02156,0.8983746,5.785767e-05
248.99000549316406,-713.6148727335959,140.93368943129784,-717.4422,144.15103,-709.78754,137.71634,0.8717732,0.015061292
250.0071563720703,-712.9708368732357,141.72096509881604,-716.6434,145.11395,-709.2983,138.32797,0.8249455,0.075060345
251.02366638183594,-712.2689806432979,142.45629143085165,-715.886,145.90846,-708.652,139.00414,0.8087082,5.8109254e-05
252.04017639160156,-711.5671244133603,143.19161776288723,-715.1267,146.70294,-708.00757,139.6803,0.7922252,5.8110203e-05
253.0566864013672,-710.8652681834226,143.92694409492282,-714.2581,147.59967,-707.4725,140.25421,0.74580014,0.075886555
254.07167053222656,-710.1100263550068,144.6050077243077,-713.411,148.36049,-706.8091,140.84953,0.7210769,0.0120488
255.08694458007812,-709.3462982478961,145.27396876296854,-712.60504,149.06615,-706.0876,141.4818,0.70988584,2.9160225e-05
256.10223388671875,-708.5825701407856,145.94292980162936,-711.7059,149.84741,-705.4593,142.03845,0.674698,0.046149887
257.1165771484375,-707.7891394617269,146.57484575622266,-710.7864,150.57692,-704.7919,142.57277,0.64280987,0.03645768
258.1316833496094,-706.9722195265938,147.17746588190673,-709.9256,151.21202,-704.01886,143.1429,0.6318894,2.9171908e-05
259.1468505859375,-706.1552995914609,147.78008600759085,-709.00867,151.88596,-703.3019,143.67422,0.60733306,0.019461187
260.161865234375,-705.3266635594701,148.3663341897248,-708.0234,152.57677,-702.62994,144.1559,0.569656,0.05725174
261.178955078125,-704.4636115369285,148.90448984912211,-707.1127,153.14507,-701.8146,144.66393,0.5583788,2.9006138e-05
262.1960144042969,-703.6005595143869,149.44264550851946,-706.1678,153.73328,-701.0334,145.15201,0.539185,2.9003926e-05
263.213134765625,-702.7375074918455,149.9808011679168,-705.09357,154.39088,-700.3814,145.57072,0.49067217,0.08259972
