time,dist,path_x,path_y,path_z,path_vx,path_vy,path_vz,left_edge_x,left_edge_y,left_edge_z,right_edge_x,right_edge_y,right_edge_z,e_min,e_max,yaw,yaw_rate,curvature,old_dist
0,0.0,-6.71861743927002,-86.1867370605469,0,5.02930578841466,-0.0045451933761758,0,-8.538473200950865,-82.34313652192742,-5.427209377288818,-6.381799345837005,-86.89810893550265,-5.605959415435791,-0.7870809186747595,4.252662706328701,0.442204825093952,-0.0032990248873829,-0.0006559600229012,2.81912245825463
0,0.0505101230077845,-6.6729474067688,-86.1651611328125,0,5.07465298432074,-0.0045854234807488,0,-8.492205678083183,-82.32244351684976,-5.436702728271484,-6.336032175930961,-86.87680835357315,-5.614465236663818,-0.7873713479590659,4.251609028800293,0.442166678121296,-0.003333720145747,-0.000656935320521,2.86963258126242
0,0.101469677908284,-6.62686681747437,-86.1434020996094,0,5.12000018233254,-0.0046233221199945,0,-8.445527872930661,-82.30156701430178,-5.446177959442139,-6.289857562003747,-86.85531814237945,-5.623044490814209,-0.78765455005746,4.250555829222105,0.442128531148639,-0.0033669909462332,-0.0006576151276591,2.92059213616292
0,0.15287909778128,-6.58037519454956,-86.1214599609375,0,5.16534738203366,-0.0046593463458631,0,-8.398439391915595,-82.28050683825711,-5.455653190612793,-6.2432751125502435,-86.8336381197104,-5.631667137145996,-0.7879303237705122,4.249503302313394,0.442090384175983,-0.0033991474192589,-0.0006580672673017,2.97200155603591
0,0.204751411873393,-6.53347253799439,-86.0993041992188,0,5.21069172207934,-0.0046938463118427,0,-8.350928314580056,-82.25925765732818,-5.465214729309082,-6.196272990395366,-86.81176277640482,-5.64025354385376,-0.7882263374861969,4.248423583369576,0.442052237203327,-0.003430429380387,-0.000658344068605,3.02387387012803
0,0.257076416095475,-6.486159324646,-86.0769577026367,0,5.25602938752427,-0.0047270901297351,0,-8.303003976870054,-82.23782364698764,-5.474854469299316,-6.148860464993672,-86.78969642657641,-5.6488938331604,-0.7885220411161402,4.247337376234623,0.442014090230671,-0.0034610198345035,-0.0006584853659652,3.07619887435011
0,0.309851284340277,-6.43843507766724,-86.0544281005859,0,5.30136705389173,-0.0047592944296087,0,-8.254668965527266,-82.21620596414766,-5.484582424163818,-6.101040104159616,-86.76744026531638,-5.65758752822876,-0.7888103163637402,4.24625184180774,0.441975943258015,-0.0034910594113171,-0.0006585203342864,3.12897374259491
0,0.363078843401865,-6.39030027389526,-86.0317077636719,0,5.34670472103006,-0.0047906232577629,0,-8.205920694667626,-82.19440345227966,-5.494372367858887,-6.052809339522028,-86.74499309727445,-5.666354656219482,-0.7890982815319058,4.245159819200584,0.441937796285358,-0.0035206587053835,-0.0006584723630482,3.1822013016565
0,0.416766038917508,-6.34175443649292,-86.0087814331055,0,5.39204238882256,-0.004821202447347,0,-8.156752813154556,-82.17241327085763,-5.504177093505859,-6.0041618639703485,-86.72235198704676,-5.675202369689941,-0.7893995695935323,4.244047570844775,0.441899649312702,-0.0035499033983796,-0.0006583594347685,3.23588849717214
0,0.470902667612816,-6.29279804229736,-85.9856719970703,0,5.43737099727617,-0.0048511213719895,0,-8.107174653321715,-82.15023959373868,-5.513957500457764,-5.955106943398599,-86.69952124708998,-5.684060096740723,-0.7896936304853349,4.242935800499274,0.441861502340046,-0.0035788603127002,-0.0006581965604571,3.29002512586745
0,0.525489162461445,-6.24343061447144,-85.9623794555664,0,5.48269912938507,-0.0048804640384481,0,-8.057185821544014,-82.12788224487518,-5.523815631866455,-5.905644186253059,-86.67650069517033,-5.692949295043945,-0.7899802630078679,4.2418247028822,0.44182335536739,-0.0036075795069336,-0.0006579930783202,3.34461162071608
0,0.580528348698899,-6.1936526298523,-85.9388961791992,0,5.52802726193233,-0.0049092882295802,0,-8.006783733516379,-82.1053400669555,-5.533764362335205,-5.855771025147254,-86.65328913639581,-5.701144695281982,-0.7902665854571939,4.24070711848804,0.441785208394733,-0.0036361021921038,-0.0006577573854052,3.39965080695353
0,0.636027169108959,-6.14346361160278,-85.9152069091797,0,5.57335539487289,-0.0049376418287956,0,-7.955962043489995,-82.08261021296398,-5.543786525726318,-5.805481154856707,-86.62988363624044,-5.708200454711914,-0.790566230793065,4.239569317918654,0.441747061422077,-0.0036644586361944,-0.000657495698458,3.45514962736359
0,0.691975424720352,-6.09286403656006,-85.8913345336914,0,5.61868019031463,-0.0049655568781772,0,-7.90473007689555,-82.05969686396308,-5.553896427154541,-5.754783838432504,-86.60628850583765,-5.715317249298096,-0.7908586489719039,4.238431995467439,0.441708914449421,-0.0036926742177456,-0.0006572135538286,3.51109788297499
0,0.748373548459301,-6.04185342788696,-85.8672790527344,0,5.66399878720987,-0.0049930576596496,0,-7.853087440080801,-82.03659984389299,-5.563998699188232,-5.703678684293049,-86.58250356294079,-5.722853660583496,-0.791143638794352,4.2372953458518445,0.441670767476764,-0.0037207682617008,-0.0006569151858517,3.56749600671393
0,0.805227618371833,-5.99043226242065,-85.8430252075195,0,5.70931738441711,-0.0050201725077534,0,-7.80102857172948,-82.01331666547104,-5.574074745178223,-5.652160169567073,-86.55852623714023,-5.732404708862305,-0.7914352356269316,4.236145242118327,0.441632620504108,-0.0037487547378987,-0.0006566027138269,3.62435007662647
0,0.862541321625127,-5.93860006332397,-85.8185653686524,0,5.75463598192155,-0.0050469161075169,0,-7.748550102446582,-81.98984582174508,-5.584235668182373,-5.600224947864187,-86.53435497098636,-5.7420334815979,-0.7917401553362218,4.234974912911546,0.441594473531452,-0.0037766466848552,-0.0006562787367087,3.68166377987976
0,0.920304892076727,-5.88635683059692,-85.7939224243164,0,5.79995219552577,-0.0050732986215115,0,-7.695660965172946,-81.96619130794707,-5.594472408294678,-5.54788188853987,-86.50999389238204,-5.752546310424805,-0.7920376466925028,4.233805256576634,0.441556326558796,-0.0038044534157961,-0.0006559453995658,3.73942735033136
